appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
623640,Mulaka,2018/2/27,1,Lienzo,Lienzo,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Action;Adventure,14,83,8,0,0,0-20000,15.49
623670,Moe Mekuri SP - 萌めくりSP -,2017/4/23,1,KoheiGallery,KoheiGallery,windows,0,Single-player;Steam Trading Cards,Indie,Indie;Puzzle;Anime,0,13,5,0,0,0-20000,3.99
623800,Everything Must Fall,2017/5/25,1,Carry Castle,Carry Castle,windows,0,Single-player,Action;Adventure;Indie;Early Access,Early Access;Indie;Action,0,15,0,0,0,0-20000,6.19
623810,Rabbit Story,2017/5/16,1,Viacheslav Bushuev,Viacheslav Bushuev,windows;mac,0,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,6,63,21,0,0,0-20000,2.89
623820,Icesolation,2019/3/15,1,Happy Hobgoblin,Happy Hobgoblin,windows,0,Local Co-op,Adventure;Indie,Indie;Adventure;Co-op,0,0,4,0,0,0-20000,7.19
623840,Ambre - a heartbreaking kinetic novel,2017/6/9,1,Tr?umendes M?dchen,Tr?umendes M?dchen,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Free to Play;Indie,Free to Play;Casual;Indie,6,358,114,12,12,50000-100000,0
623860,Handball Manager - TEAM,2017/5/5,1,UniqueGames;Greencode,UniqueGames,windows,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen,Simulation;Sports;Strategy,Simulation;Sports;Strategy,0,8,5,0,0,0-20000,14.99
623900,Table Football Pro,2017/5/22,1,Ticklersoft,Ticklersoft,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Sports;Early Access,Early Access;Sports,31,14,8,0,0,0-20000,1.59
623920,Chicago 1930 : The Prohibition,2017/9/11,1,Spellbound,Microids,windows;mac,0,Single-player,Strategy,Strategy;Crime,0,26,9,0,0,0-20000,3.99
623930,Solaria Moon,2017/9/6,1,3y3.net,Tizona Interactive;Zerouno Games,windows,0,Single-player;Full controller support,Adventure;Indie,Adventure;Indie;Female Protagonist,0,38,16,0,0,0-20000,6.99
623940,HIVESWAP: Act 1,2017/9/14,1,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Adventure;Point & Click;Great Soundtrack,44,2909,171,243,243,200000-500000,5.59
624050,Lazer Cops,2017/6/15,1,Foolish Mortals Games,Foolish Mortals Games,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Bullet Hell,13,7,1,0,0,0-20000,0
624060,Shattered Steel,2017/5/3,1,BioWare,Interplay Entertainment Corp.,windows,0,Single-player;Multi-player,Action;Simulation,Action;Simulation;Mechs,0,2,1,0,0,0-20000,6.99
624070,Dragon Wars,2017/5/26,1,Interplay Entertainment Corp.,Interplay Entertainment Corp.,windows;mac,0,Single-player,Adventure;RPG,RPG;Adventure,0,6,1,0,0,0-20000,6.99
624080,Cyberia,2017/5/17,1,Xatrix Entertainment,Interplay Entertainment Corp.,windows,0,Single-player,Action;Adventure;Simulation,Action;Adventure;Simulation,0,12,0,0,0,0-20000,6.99
624090,Football Manager 2018,2017/11/9,1,Sports Interactive,SEGA,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards,Simulation;Sports,Sports;Simulation;Management,77,4399,2466,19379,23360,1000000-2000000,37.99
624120,Football Manager Touch 2018,2017/11/9,1,Sports Interactive,SEGA,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards,Simulation;Sports,Sports;Simulation;Soccer,103,75,54,1178,1178,20000-50000,21.99
624270,The Painscreek Killings,2017/9/27,1,EQ Studios,EQ Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Detective,33,541,90,0,0,20000-50000,14.99
624320,Loyalty and Blood: Viktor Origins,2018/3/16,1,Shorebound Studios,Shorebound Studios,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Indie;Action;Adventure,25,31,3,0,0,0-20000,7.19
624410,Prank Bros / 欢乐兄弟,2018/7/31,1,Rocky Games,Rocky Games,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,72,36,11,0,0,0-20000,7.19
624430,AI Rebellion VR,2017/5/2,1,Immergity,Immergity,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Simulation,Action;Adventure;Simulation,6,10,8,0,0,0-20000,6.99
624460,Fantasynth: Chez Nous,2017/4/20,1,HelloEnjoy,HelloEnjoy,windows,0,Single-player,Indie;Audio Production,Audio Production;Indie;VR,0,296,12,8,8,50000-100000,0
624550,Spiritual Warfare & Wisdom Tree Collection,2017/4/25,1,Wisdom Tree,Piko Interactive LLC;Classics Digital,windows;mac;linux,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;RPG,Action;Adventure;RPG,0,11,18,0,0,0-20000,5.59
624560,Medusa's Labyrinth VR,2017/5/24,1,Guru Games,Guru Games,windows,0,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Horror,0,1,8,0,0,0-20000,3.99
624610,RUN,2017/5/19,1,POPSAUR,POPSAUR,windows,0,Single-player;Full controller support,Action;Indie;Simulation,Action;Indie;Simulation,0,3,2,0,0,0-20000,1.59
624630,TennisVR,2017/4/19,1,AbstractGameStudio,AbstractGameStudio,windows,0,Single-player,Sports,Tennis;Sports,0,1,6,0,0,0-20000,0.79
624680,Promethium,2017/8/18,1,Xiotex Studios Ltd,Xiotex Studios Ltd,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Shoot 'Em Up,24,14,8,0,0,0-20000,2.09
624690,NEXT JUMP: Shmup Tactics,2017/4/28,1,Post Mortem Pixels,Post Mortem Pixels,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie;Strategy,Indie;Action;Strategy,51,44,10,0,0,0-20000,3.99
624710,Cow Milking Simulator,2017/10/31,1,IMGNATION Studios,IMGNATION Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Indie;Casual;VR,19,19,1,0,0,0-20000,3.99
624780,Cornflower Corbin,2017/8/17,1,Afterthought Games,Afterthought Games,windows,0,Single-player;Multi-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Stats,Action;Casual;Indie,Action;Indie;Casual,24,2,1,0,0,0-20000,1.69
624870,Preta: Vendetta Rising,2017/8/28,1,Illion Corp,YJM GAMES,windows,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Full controller support,Violent;Action;Adventure;RPG,Adventure;Action;Violent,0,37,22,0,0,0-20000,15.49
624890,Adventure Craft,2017/7/5,1,Edible Entertainment,Edible Entertainment,windows,0,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Adventure;RPG,0,52,5,0,0,0-20000,10.99
624900,COMET STRIKE,2017/4/27,1,"PRIME WORKS Co.,Ltd.","PRIME WORKS Co.,Ltd.",windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Casual,Action;Casual;VR,24,1,0,0,0,0-20000,6.99
624920,Trapped With the Dolls VR,2017/4/23,1,Designated Play Space,Designated Play Space,windows,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Adventure;Indie,0,30,8,0,0,0-20000,0
624970,Battlezone: Combat Commander,2018/3/1,1,Big Boat Interactive,Rebellion,windows,0,Single-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Violent;Action;Strategy,Strategy;Action;Violent,66,257,54,0,0,20000-50000,14.99
624990,The Mimic,2017/11/17,1,Silhouette Wolf,Silhouette Wolf,windows,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action;Adventure;Casual;Indie,Indie;Action;Casual,25,8,0,0,0,0-20000,6.99
625000,Knightfall,2017/9/4,1,Static City Games,Static City Games,windows;mac;linux,0,Single-player;Partial Controller Support,Action;Adventure;RPG;Early Access,Early Access;Action;Adventure,0,13,0,0,0,0-20000,6.99
625040,Ophidia,2017/5/24,1,MassDiGI,MassDiGI,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie;Strategy,Casual;Action;Strategy,9,11,6,0,0,0-20000,3.99
625080,FlatOut 4: Total Insanity Workshop Tool,2017/6/22,1,Kylotonn,Strategy First,windows,0,Steam Workshop,Design & Illustration,Design & Illustration,0,5,2,0,0,0-20000,0
625120,Last Hours Of Jack,2017/5/4,1,Pastanaga Sideral,Pastanaga Sideral,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Violent;Gore;Action;Adventure;Indie,Action;Adventure;Gore,15,29,5,0,0,0-20000,2.79
625160,Scrollonoid,2017/6/15,1,Vadjra,Vadjra,windows,0,Single-player;Full controller support,Action;Indie,Action;Indie;Arcade,0,3,3,0,0,0-20000,2.09
625180,Elevator VR,2017/5/15,1,のdev,"Babaroga, LLC",windows,0,Single-player;Full controller support,Casual;Indie;Simulation,Indie;Casual;Simulation,18,2,6,0,0,0-20000,1.59
625220,Building Blocks / Master Builder of Egypt,2017/12/1,1,Gunia Studios,Gunia Studios,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,0,2,0,0,0,0-20000,10.29
625320,No Clue VR,2017/11/7,1,Elknight,Elknight,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Casual;Indie;Simulation,Indie;Action;Casual,23,13,4,0,0,0-20000,15.49
625370,A SECOND BEFORE US,2017/5/10,1,DimleTeam,DimleTeam,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie;Exploration,16,38,28,302,302,20000-50000,2.89
625410,Anomie,2017/8/22,1,Cascade of Leaves,Cascade of Leaves,windows,0,Single-player,Action;Adventure;Casual;Indie,Casual;Action;Adventure,0,8,0,0,0,0-20000,6.99
625430,Doodle God Blitz,2017/9/1,1,JoyBits Ltd.,JoyBits Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Casual;Free to Play;Indie;Simulation,Free to Play;Casual;Simulation,24,341,178,49,91,100000-200000,0
625460,Assassination ClassroomVR Balloon Challenge Time/暗殺教室VR バルーンチャレンジの時間,2017/6/15,1,Alpha Code Inc.,SHUEISHA Inc.,windows,0,Single-player,Action;Casual,Action;Casual;VR,0,8,1,0,0,0-20000,6.99
625470,The Red Stare,2017/7/31,1,Play:D,Play:D;NHTV Breda University of Applied Sciences,windows,0,Single-player;Steam Achievements,Action;Free to Play;Indie,Free to Play;Action;Indie,17,165,14,17,17,100000-200000,0
625560,The Overdreamer,2017/7/16,1,Hars,Hars,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Violent;Gore;Adventure;Indie,Adventure;Indie;Gore,8,10,1,0,0,0-20000,8.29
625580,The Cleansing - Versus,2017/9/28,1,Grindstone Interactive,Grindstone Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Trading Cards,Action;Indie;RPG;Strategy;Early Access,Early Access;Action;Strategy,0,5,3,0,0,0-20000,0
625630,Journey of Johann,2017/5/18,1,Apapappa Games,Apapappa Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,42,3,0,0,0,0-20000,5.59
625680,Way of the Passive Fist,2018/3/6,1,Household Games Inc.,Household Games Inc.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Beat 'em up,36,60,7,0,0,0-20000,11.39
625690,归墟纪·寂夜  FINAL WORLD,2017/7/7,1,Shine World,Shine World,windows,0,Single-player,Action;Adventure;Indie;RPG,Adventure;Action;Indie,0,5,1,0,0,0-20000,12.99
625700,Global Soccer Manager 2017,2017/5/24,1,Forever Young Games;Andrea Hochstein,Forever Young Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation;Sports;Strategy,Sports;Strategy;Simulation,50,10,4,0,0,0-20000,6.99
625730,Cefore,2018/11/9,1,Pixelz Games,Crytivo,windows,0,Single-player;Steam Achievements;Steam Workshop;Includes level editor,Indie;Simulation;Strategy,Puzzle;Indie;Sandbox,12,36,5,0,0,0-20000,7.09
625740,Rifter,2018/7/12,1,IMakeGames,IMakeGames,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Indie;Action;Fast-Paced,14,85,3,0,0,0-20000,9.29
625770,Smashing The Battle VR,2017/6/15,1,Studio HG,YJM GAMES,windows,0,Single-player;Steam Achievements;Full controller support,Nudity;Action;Casual,Action;Nudity;Casual,20,18,2,0,0,0-20000,7.99
625780,Magic Wand,2017/6/25,1,thecatamites,harmony corp,windows;mac;linux,0,Single-player,Adventure;Indie;RPG,Adventure;Indie;RPG,0,34,2,0,0,0-20000,2.79
625800,Tomb Guard VR,2017/5/19,1,CoolGame,JoicyStudio,windows,0,Single-player,Violent;Gore;Action;Adventure;Strategy;Early Access,Early Access;Strategy;Action,0,5,1,0,0,0-20000,6.99
625820,Bionic Battle Mutants,2017/10/24,1,Monkeynetics,Monkeynetics,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards,Indie;RPG;Strategy,Indie;RPG;Strategy,0,23,3,0,0,0-20000,7.19
625830,BattleSky VR,2018/1/19,1,Oh!WHATif Inc.,Oh!WHATif Inc.,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op,Action;Indie;Early Access,Early Access;Action;Indie,0,23,1,0,0,0-20000,10.29
625860,God Awe-full Clicker,2018/9/19,1,Mad Labyrinth Studios LLC,Mad Labyrinth Studios LLC,windows,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Free to Play;Indie;RPG,Free to Play;Casual;Indie,80,150,81,0,0,50000-100000,0
625900,Ashes of Kanaka,2017/4/25,1,Dogwood Gaming,-,windows,0,Single-player,RPG,RPG;JRPG;RPGMaker,0,3,1,0,0,0-20000,6.99
625910,Time Recoil,2017/8/10,1,10tons Ltd,10tons Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;Sports,Action;Indie;Top-Down Shooter,15,51,11,0,0,0-20000,10.59
625940,Tomato Jones 2,2017/5/12,1,HA Studio Ltd.,HA Studio Ltd.,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie;Simulation,Action;Casual;Indie,0,27,6,0,0,0-20000,1.59
625950,Pic Guesser,2017/5/12,1,ArteG,Lestyo,windows,0,Single-player;Steam Trading Cards,Casual,Casual,0,6,14,190,208,20000-50000,0.79
625980,Yomawari: Midnight Shadows / 深夜廻,2017/10/24,1,"Nippon Ichi Software, Inc.","NIS America, Inc.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Strategy,Adventure;Strategy;Horror,33,207,7,0,0,0-20000,29.99
625990,Welcome to Moreytown,2017/5/5,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,22,29,5,0,0,0-20000,2.89
626010,Office Space: Idle Profits,2017/10/18,1,Ultrabit,Kongregate,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Simulation,Free to Play;Simulation;Clicker,10,134,77,396,396,50000-100000,0
626020,Shadows in the Darkness,2017/10/19,1,Scornz,Scornz,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,0,6,3,0,0,0-20000,3.99
626130,Dungeons of Tal'Doria,2018/7/12,1,SuneX Games,SuneX Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,0,6,2,0,0,0-20000,15.99
626160,Awesome Machine,2017/7/7,1,Bellosoft,Bellosoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Casual;Indie;Simulation,Indie;Casual;Simulation,36,11,6,0,0,0-20000,1.69
626170,Apocalypse Night,2017/10/30,1,Embryo,Embryo,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,27,7,1,0,0,0-20000,1.69
626200,Dead Alliance?,2017/8/29,1,IllFonic;Psyop Games,Maximum Games,windows,18,Single-player;Online Multi-Player;Full controller support,Violent;Gore;Action,Action;Gore;Violent,44,21,62,0,0,0-20000,19.99
626250,Consortium: The Tower,2017/9/21,1,Interdimensional Games Inc,Interdimensional Games Inc,windows,0,Single-player;Captions available;Steam Cloud,Action;Adventure;Indie;RPG;Simulation;Early Access,Early Access;RPG;Adventure,49,27,3,0,0,0-20000,18.99
626500,30th Century Post Office,2017/4/27,1,Toxodon Games,Toxodon Games,windows,0,Single-player,Indie;Early Access,Early Access;Indie,0,0,1,0,0,0-20000,6.99
626510,LoveKami -Useless Goddess-,2017/5/29,1,MoeNovel,MoeNovel,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Simulation,Sexual Content;Nudity;Visual Novel,19,119,28,252,252,0-20000,9.99
626550,Prodigy Tactics,2018/9/28,1,Hanakai Studio,Forever Entertainment S. A.;PlayWay S.A.;Ultimate Games S.A.,windows,0,Single-player;Online Multi-Player,Action;Adventure;Casual;RPG;Strategy,Strategy;RPG;Adventure,0,70,46,0,0,0-20000,15.49
626570,Microcosm,2017/6/1,1,paulstraw,paulstraw,windows,0,Single-player;Steam Cloud,Casual;Indie;Simulation;Early Access,Early Access;Indie;Simulation,0,5,0,0,0,0-20000,3.99
626580,Spellspire,2017/5/23,1,10tons Ltd,10tons Ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,RPG;Word Game;Spelling,22,40,12,0,0,0-20000,6.99
626600,Lost Dimension,2017/10/30,1,FURYU Corporation,Ghostlight LTD,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Strategy,RPG;Strategy;Turn-Based,36,64,15,0,0,0-20000,19.49
626610,TT Isle of Man,2018/3/27,1,KT Racing,Bigben Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Racing;Simulation,Simulation;Racing;Multiplayer,31,463,205,0,0,20000-50000,34.99
626630,Two Worlds II HD - Call of the Tenebrae,2017/7/13,1,Reality Pump Studios,TopWare Interactive ACE,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Action;Adventure;Indie;RPG,RPG;Action;Adventure,61,10,12,0,0,20000-50000,10.99
626640,Lost Lands: The Wanderer,2017/5/3,1,FIVE-BN GAMES,FIVE-BN GAMES,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Adventure;Casual;Hidden Object,21,22,0,0,0,0-20000,4.99
626660,Flipping Death,2018/8/6,1,Zoink Games,Zoink Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle-Platformer,12,42,2,0,0,0-20000,15.49
626680,Kreedz Climbing,2017/6/15,1,ObsessionSoft,ObsessionSoft,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Steam Workshop;Steam Cloud;Includes level editor;Includes Source SDK,Free to Play;Indie;Racing;Sports,Free to Play;Racing;Indie,0,564,164,43,43,200000-500000,0
626690,Sword Art Online: Fatal Bullet,2018/2/23,1,DIMPS,BANDAI NAMCO Entertainment,windows,0,Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;RPG,Anime;RPG;Character Customization,63,5654,2082,1413,1779,200000-500000,34.99
626700,Clark | HOOVA VR,2018/1/25,1,The Mill,The Mill,windows,0,Single-player;Full controller support,Casual;Free to Play,Free to Play;Casual;Horror,0,9,5,0,0,0-20000,0
626730,The Incredible VR Game Show,2018/4/12,1,Tantawowa,Tantawowa,windows,0,Single-player;Local Multi-Player,Casual;Indie;Early Access,Early Access;Casual;Indie,0,3,4,0,0,0-20000,7.19
626760,VRtender,2017/5/2,1,Further Beyond Studios,Further Beyond Studios,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Casual;Indie;Simulation,Action;Indie;Casual,5,3,8,0,0,0-20000,0.79
626840,Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,2017/4/28,1,ERS G studios,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
627070,inVokeR,2017/7/20,1,"8th Shore, Inc.","8th Shore, Inc.",windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards,Action;Indie;Early Access,Early Access;Action;VR,12,46,10,0,0,0-20000,10.99
627270,Injustice? 2,2017/11/30,1,NetherRealm Studios;QLOC,WB Games,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,Action,Fighting;Action;Superhero,74,3673,938,103,163,200000-500000,39.99
627410,BlackEye,2017/8/9,1,Dnovel,Dnovel,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0,21,2,0,0,0-20000,1.59
627420,Sorgina: A Tale of Witches,2017/5/30,1,Binary Soul,Binary Soul,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Indie;Adventure;Family Friendly,38,5,2,0,0,0-20000,7.19
627450,RUGBY 18,2017/10/27,1,Eko Software,Bigben Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Sports,Sports,23,30,45,0,0,0-20000,29.99
627460,THORNYWAY,2017/9/10,1,Intelligent Systems,Intelligent Systems,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Difficult,7,8,8,0,0,0-20000,4.79
