appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
690620,Downward Spiral: Horus Station,2018/5/31,1,3rd Eye Studios,3rd Eye Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support,Action;Adventure;Indie,Indie;Action;Adventure,16,55,15,0,0,0-20000,14.99
690630,Light Fantastik,2018/3/12,1,Hayali,Hayali,windows,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Includes level editor,Indie,Indie;Platformer;Puzzle,23,17,2,0,0,0-20000,2.89
690670,Klondike Solitaire Kings,2017/8/16,1,Klondike Solitaire Kings,Klondike Solitaire Kings,windows,0,Single-player,Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy,Casual;Indie;Strategy,0,1,3,0,0,0-20000,3.99
690710,HEIANKYO ALIEN / 平安京エイリアン,2017/10/13,1,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",windows,0,Single-player;Multi-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,20,19,1,0,0,0-20000,10.59
690740,BOOKS,2017/8/23,1,UNIOCS,UNIOCS,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,4564,50,27,0,0,0-20000,0.79
690790,DiRT Rally 2.0,2019/2/25,1,Codemasters,Codemasters,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,54,1017,670,104,104,50000-100000,44.99
690810,Killing Floor: Incursion,2017/11/14,1,Tripwire Interactive,Tripwire Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements,Action,Action;Gore;Violent,29,204,121,0,0,0-20000,15.49
690820,The Sunset 2096,2018/6/4,1,TheBlavas,TheBlavas,windows,0,Single-player;Steam Achievements,Action;Indie;RPG,RPG;Action;Indie,25,3,3,0,0,0-20000,1.69
690830,Foundation,2019/2/1,1,Polymorph Games,Polymorph Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;Simulation;Strategy;Early Access,Early Access;City Builder;Strategy,0,1228,386,219,328,50000-100000,26.99
690840,Martha Madison: Simple Machines Volume 1,2018/2/8,1,Second Avenue Learning,Second Avenue Learning,windows,0,Single-player;Co-op;Shared/Split Screen;Full controller support;Includes level editor,Casual;Indie,Indie;Casual,0,0,1,0,0,0-20000,1.69
690850,Magibot,2017/12/18,1,Studio Baikin,Plug In Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;Strategy,Action;Adventure;Indie,21,8,2,0,0,0-20000,10.29
690860,Pirate Jump 2,2017/8/23,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,0,3,0,0,0-20000,0.79
690930,Evening Surprise,2017/9/15,1,Aleksandr Soldatov;Leonid Kozhushko,Aleksandr Soldatov,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Free to Play;Indie,Free to Play;Indie;Visual Novel,4,440,52,0,0,20000-50000,0
690950,Skeleton Sprint,2017/10/31,1,ScTiger;Delta,ScTiger,windows,0,Single-player,Adventure;Indie;Racing;Strategy;Early Access,Early Access;Racing;Adventure,0,3,0,0,0,0-20000,1.59
691020,Fog Of War - Free Edition,2018/2/22,1,Monkeys Lab.,Monkeys Lab.,windows,0,Multi-player,Violent;Gore;Action;Free to Play;Indie;Massively Multiplayer,Free to Play;World War II;Multiplayer,0,548,655,91,10,200000-500000,0
691080,3D Hardcore Cube,2017/8/22,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Puzzle,1596,44,33,0,0,0-20000,2.09
691130,The Dropping of The Dead,2017/8/17,1,G. Malta,VRS,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,5000,27,57,0,0,20000-50000,0.79
691150,Saku Saku: Love Blooms with the Cherry Blossoms,2017/10/2,1,PALETTE,Sekai Project,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Casual,Visual Novel;Sexual Content;Casual,0,130,10,644,644,100000-200000,15.49
691160,Electronauts - VR Music,2018/8/7,1,Survios,Survios,windows;mac,0,Single-player;Co-op;Online Co-op;Steam Achievements,Casual;Indie,Casual;Indie;VR,26,174,18,0,0,0-20000,15.49
691190,Desktop Audio Visualizer,2018/12/17,1,JoyfulStudio,JoyfulStudio,windows,0,Steam Cloud;Includes level editor,Animation & Modeling;Audio Production;Utilities,Utilities;Animation & Modeling;Audio Production,0,12,9,0,0,0-20000,2.09
691220,Parkour,2017/9/2,1,Mubeat Studio,Mubeat Studio,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,13,1,1,0,0,0-20000,0.79
691240,Going Nowhere: The Dream,2017/11/22,1,Nowhere Town,Nowhere Town,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Adventure;Indie;Parkour,15,17,4,0,0,0-20000,2.89
691250,Charlie the Duck,2017/9/22,1,Mike Wiering,Wiering Software,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Adventure;Indie,31,16,1,0,0,0-20000,4.99
691280,SINNER: Sacrifice for Redemption,2018/10/22,1,DARK STAR,Another Indie,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Souls-like,60,142,47,0,0,0-20000,14.49
691320,Gun Club VR,2018/8/27,1,The Binary Mill,The Binary Mill,windows,0,Single-player,Action;Indie;Simulation,Shooter;Gun Customization;FPS,37,157,31,869,869,20000-50000,15.49
691390,Alchemage,2017/9/15,1,Arupaca Laboratories,Xiqi Game,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Cloud,Action;Adventure;Indie;Early Access,Early Access;Adventure;Indie,0,132,25,0,0,0-20000,6.99
691420,Continuous Girl,2019/3/5,1,Lust star,Lust star,windows,0,Single-player;Steam Cloud,Adventure;Casual;Indie,Nudity;Sexual Content;Casual,0,7,5,0,0,0-20000,1.69
691430,Firebird - The Unfinished,2018/4/27,1,Innerspace VR,Innerspace VR,windows,0,Single-player;Steam Cloud,Casual;Indie,Indie;Casual;VR,0,25,0,0,0,0-20000,3.99
691450,Misao: Definitive Edition,2017/10/25,1,sen,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Horror;Indie;RPGMaker,21,350,8,1117,1117,20000-50000,3.99
691540,Space Fighter,2017/9/14,1,Roger Barton,Roger Barton,windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Free to Play,Free to Play;Action;Space,21,53,34,0,0,50000-100000,0
691570,Wingless,2017/8/22,1,Kentoo Sp. z o.o.,Kentoo Sp. z o.o.,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,4,1,0,0,0-20000,2.99
691580,"Maggie's Movies - Camera, Action!",2017/9/13,1,World-Loom,GameHouse,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,24,12,7,0,0,0-20000,9.99
691590,KryptCrawler,2018/6/5,1,CrazyBunch,Headup Games,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure,Action;Adventure;RPG,39,4,4,0,0,0-20000,5.79
691600,Mission 1545,2017/12/1,1,City Quests Media UK,City Quests Media UK,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Strategy,Adventure;Indie;Strategy,12,5,4,0,0,0-20000,2.09
691620,Death Rings of Jupiter,2017/12/1,1,Albatross Wirehead,Albatross Wirehead,windows,0,Single-player;Steam Achievements,Action;Indie;RPG,Action;Indie;RPG,8,5,0,0,0,0-20000,1.69
691630,STELLATUM,2015/9/15,1,Satur Entertainment,Satur Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Casual;Indie;RPG;Simulation,Action;Casual;Indie,23,93,35,0,0,0-20000,5.79
691640,RoadRunner VR,2017/10/16,1,Hot Knife Digital Media,Hot Knife Digital Media,windows,0,Single-player,Adventure;Casual;Indie;Racing,Adventure;Indie;Casual,0,1,0,0,0,0-20000,2.09
691650,Kaet Must Die!,2018/4/5,1,"Strength in Numbers Studios, Inc","Strength in Numbers Studios, Inc",windows,0,Single-player;Partial Controller Support,Violent;Gore;Action;Adventure;Indie,Indie;Gore;Violent,0,10,2,0,0,0-20000,11.39
691680,Ganbatte,2018/4/19,1,Mimicry,Mimicry,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Leaderboards,Casual;Indie;Early Access,Early Access;Indie;Casual,10,2,1,0,0,0-20000,5.19
691690,Ash of Gods: Redemption,2018/3/23,1,AurumDust,AurumDust;WhisperGames,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Strategy;Adventure,50,1007,256,0,0,20000-50000,19.49
691700,Triton Wing,2017/8/22,1,Alien Mind,Alien Mind,windows,0,Single-player,Action,Action;Top-Down Shooter,0,1,1,0,0,0-20000,2.89
691720,RetroGunX VR,2017/9/5,1,AppsByBrats,AppsByBrats,windows,0,Single-player,Action;Indie,Action;Indie;Early Access,0,12,2,0,0,0-20000,8.99
691730,FPV Drone Simulator,2017/9/9,1,DreamEscape,DreamEscape,windows,0,Single-player;Multi-player;Online Multi-Player;Full controller support,Free to Play;Racing;Simulation;Early Access,Early Access;Racing;Simulation,0,104,53,95,95,50000-100000,0
691750,Andromeda Wing,2017/8/25,1,Adam John Adkins,Adam John Adkins,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Shoot 'Em Up,7,11,2,0,0,0-20000,2.89
691770,Eiyu*Senki –?The World Conquest,2017/11/10,1,Tenco,JAST USA;Kagura Games (Chinese Localization),windows,0,Single-player;Steam Cloud,Casual;Simulation;Strategy,Strategy;Simulation;Anime,0,237,9,0,0,0-20000,23.79
691810,The Last Mission,2017/9/6,1,Blaiz Entertainment,"Blaiz Entertainment	",windows,0,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,0,18,58,0,0,20000-50000,0.79
691830,Avernum 3: Ruined World,2018/1/31,1,Spiderweb Software,Spiderweb Software,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Adventure;Indie;RPG;Strategy,RPG;Indie;Adventure,35,85,12,0,0,0-20000,14.99
691860,Watch Out,2017/9/1,1,Noctecraft Entertainment,Noctecraft Entertainment,windows,0,Single-player,Indie;Racing,Indie;Racing,0,2,1,0,0,0-20000,1.59
691890,Machine Crisis (陨星危机),2017/12/7,1,跳跃网络,跳跃网络,windows,0,Single-player,Action,Action;Shooter;VR,0,14,2,0,0,0-20000,3.99
691910,Fishing Maniacs (TD),2018/5/1,1,Adreamation Games Studio,Adreamation Games Studio,windows,0,Single-player,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0,5,0,0,0,0-20000,0.79
691920,The Art Of Knuckle Sandwich,2017/8/17,1,Virtual Top,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;RPG,Action;Adventure;Casual,5000,14,33,0,0,0-20000,3.99
691930,MSI Electric City: Core Assault,2017/9/8,1,HyperBot Studio,MSI,windows,0,Single-player,Action;Adventure;Casual;Free to Play;Indie,Free to Play;Action;Adventure,0,45,6,0,0,20000-50000,0
691980,Fortune's Tavern - Remastered,2017/8/18,1,Trevor Jones,Trevor Jones,windows,0,Single-player;Steam Achievements,Indie;RPG;Simulation,RPG;Indie;Simulation,11,0,5,0,0,0-20000,4.79
691990,Cat's Lover,2017/8/30,1,Infinite Road Studio,Infinite Road Studio,windows,0,Single-player;Commentary available,Casual;Indie;Simulation,Indie;Casual;Simulation,0,2,0,0,0,0-20000,0.79
692030,Tennis World Tour,2018/6/12,1,Breakpoint,Bigben Interactive,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Full controller support,Sports,Sports;Tennis;Simulation,29,94,238,3736,3736,0-20000,39.99
692090,Robin of Loxley the Legend of Sherwood,2017/10/28,1,Indie970,Ghxstudio,windows,0,Single-player,Indie,Indie,0,3,0,0,0,0-20000,7.19
692100,Infliction,2018/10/17,1,Caustic Reality,Caustic Reality,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Adventure;Indie,Gore;Adventure;Indie,18,139,23,0,0,0-20000,15.99
692110,ArchRobo - Robotic Annihilation,2017/9/1,1,Ameet Sharma,Ameet Sharma,windows,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie,Action;Indie;Twin Stick Shooter,0,6,0,0,0,0-20000,2.09
692170,Virtual Robots - Robot programming simulator,2017/11/1,1,Michal Kuchárik,Michal Kuchárik,windows,0,Single-player;Steam Achievements,Indie;Simulation;Strategy,Indie;Strategy;Simulation,21,0,2,0,0,0-20000,9.99
692180,Bad Shooter 2,2017/8/31,1,REgorion,AYE Technology ,windows,0,Single-player,Action;Casual;Indie,Casual;Action;Indie,0,77,13,0,0,0-20000,0.79
692190,Pixel Puzzle Picross,2017/8/28,1,Mouseless Media,Mouseless Media,windows;mac,0,Single-player,Casual;Indie,Indie;Casual;Puzzle,0,4,0,0,0,0-20000,4.99
692200,aMAZE Dark Times,2017/8/17,1,Blender Games,Blender Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Singleplayer,210,26,16,0,0,0-20000,0.79
692260,Hard Era: The Fantasy Defence,2018/4/6,1,Siberian Digital,Siberian Digital,windows,0,Single-player,Adventure;Indie;RPG;Simulation;Strategy,Simulation;Strategy;Adventure,0,13,12,0,0,0-20000,3.19
692270,Over The Moonlight,2017/9/27,1,IronEqual,IronEqual,windows,0,Single-player,Adventure;Free to Play,Free to Play;Adventure;Singleplayer,0,72,31,0,0,50000-100000,0
692290,Hard Minus,2017/9/11,1,B52 Development Team,AYE Technology,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,13,12,0,0,0-20000,0.79
692310,REPULSE: Galactic Rivals,2017/11/13,1,IronEqual,IronEqual,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Casual;Indie;Sports,Action;Indie;Casual,43,7,2,0,0,0-20000,1.69
692360,Tales of Wedding Rings VR,2018/9/24,1,Square Enix,Square Enix,windows,0,Single-player,Casual,Casual;Anime;VR,0,23,5,0,0,0-20000,16.99
692530,Community Garden,2017/10/10,1,Somnium Space Ltd.,Somnium Space Ltd.,windows,0,Online Multi-Player;MMO;Online Co-op,Indie;Massively Multiplayer;Simulation;Early Access,Early Access;Massively Multiplayer;Indie,0,3,3,0,0,0-20000,7.19
692590,DEFECTIVE,2017/9/5,1,VergeXGamer,VergeXGamer,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie,Action;Indie;Adventure,4,14,16,0,0,0-20000,2.8
692610,Two Escapes,2017/8/30,1,Whitefish Software,Whitefish Software,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Includes level editor,Action;Casual;Indie,Action;Indie;Casual,14,2,1,0,0,0-20000,1.59
692630,Beetlejuice: Bad as Can,2017/9/25,1,TAS Systems,TAS Systems,windows;mac,0,Single-player;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0,0,3,0,0,0-20000,7.19
692660,Invictus: In the Shadow of Olympus,2017/12/18,1,Quicksilver Software,Interplay,windows,0,Single-player;Multi-player,Adventure;RPG;Strategy,Adventure;Strategy;RPG,0,2,1,0,0,0-20000,7.19
692680,Don't Explode,2017/10/15,1,Bemoworld Studios,Bemoworld Studios,windows;mac,0,Multi-player;Local Multi-Player;Shared/Split Screen,Action;Casual;Indie,Action;Indie;Casual,0,3,0,0,0,0-20000,0.79
692690,Dance Collider,2018/9/27,1,emergeWorlds,emergeWorlds,windows,3,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie;Sports;Early Access,Early Access;Casual;Action,17,21,4,0,0,0-20000,15.49
692710,AstronjumpBaby,2017/8/29,1,Absortalent Games,Absortalent Games,windows,0,Single-player,Action;Indie,Action;Indie;Platformer,0,14,2,0,0,0-20000,0.79
692780,Olorun: Theocracy,2018/8/20,1,AJetBear Entertainment,AJetBear Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Violent;Gore;Action;Adventure;Casual;Indie;RPG;Early Access,Early Access;Action;RPG,0,41,15,0,0,0-20000,13.49
692790,春风 | Spring Breeze,2018/1/19,1,木子工坊,HongbinGame,windows,0,Single-player,Adventure;Indie,Indie;Adventure;Visual Novel,0,27,16,0,0,0-20000,0.79
692830,Fear Of Nightmares: Madness Descent,2017/9/11,1,Christoffer Ryrvall,Christoffer Ryrvall,windows,0,Single-player,Action;Adventure;Indie;Strategy,Strategy;Action;Adventure,0,11,5,0,0,0-20000,0.79
692840,Underworld Ascendant,2018/11/15,1,OtherSide Entertainment,505 Games,windows,0,Single-player;Full controller support,Action;Adventure;Indie;RPG,Action;RPG;Indie,45,204,453,0,0,0-20000,24.99
692880,黃昏賢者 The Sage of Twilight,2018/5/8,0,Black Fox Pavilion,Black Fox Pavilion,windows,0,Single-player,Casual;Indie,Indie;Casual;Word Game,0,28,2,0,0,0-20000,3.99
692920,XXZ,2017/9/29,1,L. Stotch,L. Stotch ,windows,0,Single-player;Steam Achievements;Steam Cloud,Sexual Content;Nudity;Casual;Free to Play;Indie;RPG,Sexual Content;Nudity;Free to Play,12,399,146,48,48,50000-100000,0
692930,DreadEye VR,2017/11/28,1,Digital Happiness,Digital Happiness,windows,0,Single-player;Steam Achievements;Steam Cloud,Violent;Gore;Action;Adventure;Indie,Action;Adventure;Violent,16,39,10,0,0,0-20000,11.39
693030,Neo Angle,2017/10/20,1,Yan Sokalau;Dropout Games,Dropout Games,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Casual;Adventure;Indie,5,8,0,0,0,0-20000,0.79
693090,Star Waker,2017/8/25,1,From The Bard,From The Bard,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Indie;Shoot 'Em Up;Singleplayer,26,4,3,0,0,0-20000,3.99
693180,Slice of Life,2017/11/30,1,FurGoldGames,FurGoldGames,windows,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie,24,14,8,0,0,0-20000,3.99
693190,Survival driver 2: Heavy vehicles,2017/8/23,1,Tero Lunkka,Tero Lunkka,windows,0,Single-player,Casual;Indie;Racing,Indie;Casual;Racing,0,11,12,0,0,0-20000,0.79
693210,Grimtale Island,2017/9/3,1,Michael Schade,Michael Schade,windows,0,Single-player,Adventure;Early Access,Early Access;Adventure;Zombies,0,26,10,0,0,0-20000,3.99
693240,Mahjong Challenge,2017/8/22,1,Mahjong Solitaire,Mahjong Solitaire,windows,0,Single-player,Adventure;Casual;Indie;Sports,Adventure;Sports;Indie,0,2,4,0,0,0-20000,1.99
693250,Panda Run,2017/8/31,1,Jam,Jam,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Adventure;Indie;Casual,5000,14,19,0,0,0-20000,0.79
693300,Unbalance,2017/9/20,1,Tvee Games,Tvee Games,windows;mac;linux,0,Single-player,Casual;Indie,Indie;Casual;Puzzle,0,2,2,0,0,0-20000,0.79
693310,Bomsy,2017/11/2,1,SUPERMEGAQUEST INC.,SUPERMEGAQUEST INC.,windows;mac;linux,0,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,22,4,2,0,0,0-20000,2.89
693320,Chinomikon,2017/9/1,1,dimosha_92,dimosha_92,windows,0,Single-player;Steam Achievements,Adventure;Indie;RPG,Adventure;Indie;RPG,35,1,0,0,0,0-20000,0.79
693330,Fake World VR,2017/8/25,1,@peoplepersonpro,@peoplepersonpro,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,5,0,0,0,0-20000,0
693360,IronPower,2017/9/27,1,Duang Network,Duang Network,windows,12,Single-player;Steam Achievements,Violent;Action;Casual;Indie;Early Access,Early Access;Action;Indie,28,2,3,0,0,0-20000,14.99
693380,Neckbeards: Basement Arena,2017/8/28,1,Soiree Games,Soiree Games,windows;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,0,5,1,0,0,0-20000,2.79
693400,Taking Valhalla VR,2017/10/31,1,AVA Gaming,AVA Gaming,windows,0,Single-player,Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,Strategy;Action;Adventure,0,1,2,0,0,0-20000,0.79
693430,The Simple Apocalypse,2017/9/22,1,Dreel,Dreel,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Violent;Gore;Action;Casual;Indie;Early Access,Early Access;Action;Casual,33,3,3,0,0,0-20000,4.99
693440,CRYLINE,2017/8/31,1,Riviysky,Riviysky,windows;mac;linux,0,Single-player;Steam Trading Cards,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,0,12,6,0,0,0-20000,0.79
693450,Clad in Iron: Gulf of Mexico 1864,2017/9/5,1,Totem Games,Totem Games,windows,0,Single-player,Strategy,Strategy;Naval,0,12,0,0,0,0-20000,15.49
693500,Castle Demolition VR,2017/9/1,1,Tall James Games,Tall James Games,windows,0,Single-player,Casual;Indie,Indie;Casual;VR,0,0,1,0,0,0-20000,0.79
693560,After Rain: Phoenix Rise,2017/12/15,1,DV8Games,DV9DESIGN,windows,0,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,0,6,0,0,0,0-20000,5.19
693580,Goblins of Elderstone,2018/1/9,1,Lost Goblin,Crytivo,windows,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,0,70,26,0,0,0-20000,15.49
693650,LOGistICAL: Italy,2017/8/22,1,Sacada,Sacada,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie;Strategy,Strategy;Casual;Indie,2090,7,1,0,0,0-20000,6.99
693670,Molten Armor,2017/10/20,1,Brutal Muse Studio,Brutal Muse Studio,windows;mac,0,Single-player;Steam Achievements,Action;Indie;Strategy,Action;Strategy;Indie,29,30,18,0,0,0-20000,7.19
693700,Prime Mover,2018/5/21,1,4Bit Games,4Bit Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Simulation,Indie;Simulation;Programming,16,81,8,0,0,0-20000,11.39
693750,Galactic Crew,2019/3/28,1,Benjamin Rommel Games,Benjamin Rommel Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Cloud;Includes level editor,Action;Adventure;Casual;Indie;Simulation;Strategy,Strategy;Action;Indie,16,72,49,0,0,0-20000,14.99
693790,Crypt Hunter,2017/9/14,1,Robot Games,Smokin' Skull,windows,0,Single-player;Steam Achievements,Early Access,Early Access;VR,0,12,9,0,0,0-20000,6.99
693810,Treasure At The Top,2017/9/15,1,ADB,ADB,windows,0,Single-player,Action;Adventure;Free to Play;Indie;Simulation;Strategy,Free to Play;Adventure;Simulation,0,9,5,0,0,0-20000,0
693830,Containment Corps,2017/9/20,1,Nimbus Interactive,Nimbus Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,7,15,3,0,0,0-20000,0
693880,Trivia Vault: 1980's Trivia 2,2017/8/22,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Simulation;Strategy,Strategy;Indie;Casual,5000,23,17,0,0,0-20000,9.99
693890,Trivia Vault: Classic Rock Trivia 2,2017/8/23,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie,5000,22,14,0,0,0-20000,9.99
693950,カニマン VS メカモンキー,2017/10/27,1,AMG GAMES,AMG GAMES,windows,0,Single-player;Full controller support,Action,Action,0,12,0,0,0,0-20000,2.09
693960,Just Ride：Apparent Horizon 狂飙：极限视界,2018/7/27,1,Horus Games,Horus Games;Cheese Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Adventure;Indie;Racing;RPG;Simulation;Early Access,Early Access;Racing;RPG,26,32,8,0,0,0-20000,11.39
693990,STYLY,2017/9/28,1,"Psychic VR Lab Co., Ltd.","Psychic VR Lab Co., Ltd.",windows,0,Partial Controller Support,Design & Illustration;Early Access,Early Access;Design & Illustration;VR,0,4,0,0,0,0-20000,0
694070,BadLands RoadTrip,2018/4/5,1,Obsessive Science Games,Obsessive Science Games,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Partial Controller Support,Action;Adventure;Indie;RPG,Action;Indie;Adventure,10,7,3,0,0,0-20000,7.19
694090,Apex Construct,2018/3/20,1,Fast Travel Games,Fast Travel Games,windows,0,Single-player;Steam Achievements,Action;Adventure,Action;Adventure;Singleplayer,15,82,30,0,0,0-20000,14.99
694130,My Free Zoo,2017/11/28,1,upjers,upjers,windows,0,Single-player;Online Co-op;Steam Trading Cards;In-App Purchases,Casual;Free to Play;Simulation,Casual;Free to Play;Simulation,20,79,98,0,0,50000-100000,0
694140,Undercity,2017/9/19,1,Glass Isle Entertainment,Glass Isle Entertainment,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie,57,9,3,0,0,0-20000,4.79
694150,Abyssal Fall,2017/8/26,1,Blazing Stick,Blazing Stick,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Casual;Indie,Action;Indie;Casual,0,7,1,0,0,0-20000,0.79
694160,Guardians of Life VR,2017/9/25,1,Yeronimo Apps,Yeronimo Apps,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure;Indie;Simulation;Early Access,Early Access;Action;Adventure,7,1,1,0,0,0-20000,3.99
694180,MobileZombie,2017/10/13,1,YIMING ZHANG,YIMING ZHANG,mac,0,Single-player;Partial Controller Support,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Indie,0,14,11,0,0,0-20000,0
694370,Space Pilgrim Academy: Year 1,2017/10/6,1,Pilgrim Adventures,GrabTheGames,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Adventure;Indie;RPGMaker,15,53,5,0,0,0-20000,1.59
694420,Alimardan's Mischief,2017/8/24,1,RSK Entertainment,Strategy First,windows,0,Single-player,Adventure,Adventure;Point & Click;Indie,0,1,0,0,0,0-20000,4.79
694430,Alimardan Meets Merlin,2017/8/24,1,RSK Entertainment,Strategy First,windows,0,Single-player,Adventure,Adventure;Point & Click;Indie,0,1,3,0,0,0-20000,4.79
694440,Man of Law | Judge simulator,2017/12/22,1,Vitalii Holiev,Vitalii Holiev,windows,0,Single-player,Adventure;Casual;Indie;Simulation;Early Access,Early Access;Indie;Simulation,0,4,8,0,0,0-20000,5.19
